ID Artículo	ID Sub-Categoria	Producto	 PrecioUnitario 	 CostoUnitario 
FUR-TA-10003323	SUB_CAT-50	Bevis Round Table, Adjustable Height	 $520,38 	 $504,78 
TEC-CAN-10002363	SUB_CAT-40	Canon Fax Machine, Digital	 $318,03 	 $244,89 
FUR-BO-10004445	SUB_CAT-100	Bush Stackable Bookrack, Pine	 $126,03 	 $99,57 
FUR-TA-10003594	SUB_CAT-50	Hon Conference Table, with Bottom Almacenamiento	 $614,32 	 $497,60 
TEC-PH-10002076	SUB_CAT-30	Samsung Audio Dock, Full Size	 $168,12 	 $146,28 
TEC-PAN-10000979	SUB_CAT-90	Panasonic Receipt Printer, Wireless	 $120,90 	 $89,49 
TEC-CO-10004756	SUB_CAT-40	Sharp Wireless Fax, Digital	 $355,56 	 $224,01 
FUR-TA-10000861	SUB_CAT-50	Barricks Conference Table, with Bottom Almacenamiento	 $907,08 	 $780,09 
FUR-TA-10003185	SUB_CAT-50	Chromcraft Computer Table, Fully Assembled	 $444,90 	 $342,60 
OFF-ST-10003929	SUB_CAT-110	Tenex Lockers, Blue	 $136,10 	 $121,14 
TEC-ENE-10000817	SUB_CAT-10	Enermax Mouse, USB	 $40,50 	 $35,64 
FUR-BO-10004199	SUB_CAT-100	Ikea 3-Shelf Cabinet, Pine	 $143,79 	 $139,50 
FUR-BO-10000636	SUB_CAT-100	Dania Floating Shelf Set, Metal	 $112,54 	 $66,40 
TEC-PH-10002564	SUB_CAT-30	OtterBox Defender Series Case - Samsung Galaxy S4	 $75,76 	 $61,12 
TEC-PH-10002663	SUB_CAT-30	Nokia Signal Booster, VoIP	 $136,59 	 $98,37 
FUR-BO-10003661	SUB_CAT-100	Sauder Floating Shelf Set, Traditional	 $194,58 	 $145,95 
FUR-BUS-10001187	SUB_CAT-100	Bush Classic Bookcase, Metal	 $412,14 	 $272,04 
TEC-PH-10002255	SUB_CAT-30	Apple Audio Dock, Full Size	 $168,18 	 $153,06 
FUR-CH-10004810	SUB_CAT-20	Hon Swivel Stool, Set of Two	 $165,90 	 $131,07 
TEC-PH-10002443	SUB_CAT-30	Cisco Signal Booster, with Caller ID	 $151,83 	 $123,00 
OFF-HOO-10002946	SUB_CAT-80	Hoover Stove, Red	 $568,47 	 $284,25 
OFF-ELD-10002199	SUB_CAT-110	Eldon File CArte, Single Width	 $128,37 	 $73,20 
FUR-CH-10000068	SUB_CAT-20	Office Star Steel Folding Chair, Red	 $105,30 	 $96,22 
FUR-CH-10001270	SUB_CAT-20	Harbour Creations Steel Folding Chair	 $87,14 	 $56,84 
FUR-BO-10002182	SUB_CAT-100	Safco Floating Shelf Set, Pine	 $198,09 	 $168,39 
TEC-PH-10000309	SUB_CAT-30	Motorola Audio Dock, with Caller ID	 $173,37 	 $105,78 
FUR-BEV-10002803	SUB_CAT-50	Bevis Conference Table, Fully Assembled	 $925,23 	 $619,92 
TEC-CO-10002673	SUB_CAT-40	Brother Fax and Copier, Laser	 $191,49 	 $143,64 
FUR-CH-10003249	SUB_CAT-20	Novimex Chairmat, Adjustable	 $74,06 	 $62,88 
OFF-ST-10000991	SUB_CAT-110	Space Solutions HD Industrial Steel Shelving.	 $114,97 	 $111,52 
TEC-MA-10003553	SUB_CAT-90	Epson Printer, Red	 $259,77 	 $236,40 
TEC-CO-10000956	SUB_CAT-40	Sharp Copy Machine, Laser	 $159,36 	 $109,96 
TEC-CO-10000917	SUB_CAT-40	Hewlett Copy Machine, Color	 $176,74 	 $150,24 
TEC-AC-10001076	SUB_CAT-10	Memorex Keyboard, USB	 $47,70 	 $25,76 
TEC-AC-10000530	SUB_CAT-10	Logitech Memory Card, Bluetooth	 $103,38 	 $88,92 
FUR-BO-10002906	SUB_CAT-100	Ikea Corner Shelving, Traditional	 $82,04 	 $73,02 
TEC-KON-10001507	SUB_CAT-90	Konica Card Printer, Durable	 $175,29 	 $126,21 
FUR-CH-10001708	SUB_CAT-20	Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back	 $140,98 	 $111,37 
OFF-SU-10000646	SUB_CAT-70	Premier Automatic Letter Opener	 $240,37 	 $233,16 
FUR-BO-10000411	SUB_CAT-100	Sauder Floating Shelf Set, Metal	 $129,36 	 $72,46 
OFF-BI-10002172	SUB_CAT-60	Acco Binding Machine, Recycled	 $51,45 	 $38,61 
FUR-BUS-10002989	SUB_CAT-100	Bush Classic Bookcase, Traditional	 $412,68 	 $243,51 
TEC-OKI-10003050	SUB_CAT-90	Okidata Card Printer, White	 $174,24 	 $115,02 
TEC-MA-10001259	SUB_CAT-90	StArteech Inkjet, White	 $298,92 	 $164,43 
OFF-AP-10003577	SUB_CAT-80	CuisinArte Blender, Black	 $317,82 	 $226,42 
OFF-HAM-10002778	SUB_CAT-80	Hamilton Beach Microwave, Black	 $281,94 	 $253,77 
FUR-CH-10003606	SUB_CAT-20	SAFCO Folding Chair Trolley	 $128,24 	 $92,33 
FUR-CH-10000665	SUB_CAT-20	Global Airflow Leather Mesh Back Chair, Black	 $150,98 	 $105,69 
FUR-FU-10000468	SUB_CAT-120	Advantus Frame, Durable	 $108,15 	 $96,27 
FUR-BO-10004537	SUB_CAT-100	Dania Floating Shelf Set, Mobile	 $171,87 	 $108,30 
FUR-BO-10001972	SUB_CAT-100	O'Sullivan 4-Shelf Bookcase in Odessa Pine	 $120,98 	 $100,41 
TEC-AC-10002076	SUB_CAT-10	Microsoft Natural Keyboard Elite	 $59,88 	 $50,90 
TEC-PH-10002789	SUB_CAT-30	LG Exalt	 $155,99 	 $113,87 
TEC-MA-10004414	SUB_CAT-90	Okidata Phone, Red	 $84,00 	 $42,84 
OFF-ST-10002159	SUB_CAT-110	Fellowes Lockers, Wire Frame	 $206,40 	 $113,52 
TEC-AC-10002013	SUB_CAT-10	SanDisk Numeric Keypad, Bluetooth	 $37,04 	 $29,28 
OFF-JIF-10003976	SUB_CAT-150	Jiffy Mailers, with clear poly window	 $40,71 	 $20,37 
OFF-TEN-10004194	SUB_CAT-110	Tenex File CArte, Single Width	 $134,61 	 $71,37 
TEC-CO-10003113	SUB_CAT-40	Hewlett Fax Machine, Color	 $321,36 	 $298,89 
OFF-BI-10004195	SUB_CAT-60	Wilson Jones Binding Machine, Clear	 $33,09 	 $24,10 
FUR-FU-10003930	SUB_CAT-120	Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock	 $78,69 	 $45,64 
TEC-PH-10003935	SUB_CAT-30	Cisco Speaker Phone, Full Size	 $93,18 	 $93,18 
OFF-SME-10003530	SUB_CAT-110	Smead Lockers, Wire Frame	 $197,49 	 $179,73 
TEC-CO-10000560	SUB_CAT-40	Hewlett Ink, High-Speed	 $146,88 	 $143,97 
TEC-PH-10002312	SUB_CAT-30	Samsung Audio Dock, with Caller ID	 $166,83 	 $161,85 
FUR-BUS-10003724	SUB_CAT-100	Bush Corner Shelving, Metal	 $123,45 	 $106,17 
FUR-BO-10001621	SUB_CAT-100	Dania Stackable Bookrack, Traditional	 $121,05 	 $70,23 
OFF-AP-10004191	SUB_CAT-80	CuisinArte Refrigerator, Silver	 $331,22 	 $225,24 
FUR-CH-10001891	SUB_CAT-20	Global Deluxe Office Fabric Sillas	 $95,98 	 $70,07 
OFF-SME-10004370	SUB_CAT-110	Smead File CArte, Blue	 $127,47 	 $126,21 
OFF-ST-10000872	SUB_CAT-110	Fellowes File CArte, Single Width	 $137,34 	 $137,34 
OFF-ADV-10003050	SUB_CAT-160	Advantus Rubber Bands, Bulk Pack	 $16,59 	 $11,13 
TEC-AC-10004883	SUB_CAT-10	Enermax Keyboard, Programmable	 $78,70 	 $56,84 
TEC-CO-10002658	SUB_CAT-40	Hewlett Ink, Laser	 $148,68 	 $75,84 
FUR-BO-10001714	SUB_CAT-100	Dania Floating Shelf Set, Mobile	 $171,87 	 $125,49 
TEC-CO-10003992	SUB_CAT-40	HP Ink, Color	 $130,14 	 $121,05 
TEC-PH-10000494	SUB_CAT-30	Apple Speaker Phone, Cordless	 $126,15 	 $98,40 
OFF-ST-10000107	SUB_CAT-110	Eldon File CArte, Industrial	 $77,82 	 $73,42 
FUR-CH-10003817	SUB_CAT-20	Global Value Steno Chair, Gray	 $60,74 	 $45,56 
TEC-PH-10001425	SUB_CAT-30	Mophie Juice Pack Helium for iPhone	 $79,99 	 $57,59 
FUR-BO-10001393	SUB_CAT-100	Safco 3-Shelf Cabinet, Pine	 $170,19 	 $151,47 
OFF-STA-10001968	SUB_CAT-130	Stanley Canvas, Water Color	 $52,65 	 $29,49 
FUR-BO-10001876	SUB_CAT-100	Safco Corner Shelving, Pine	 $150,81 	 $99,54 
FUR-TA-10004653	SUB_CAT-50	Chromcraft Training Table, Rectangular	 $281,46 	 $242,07 
FUR-TA-10001768	SUB_CAT-50	Hon Racetrack Conference Mesas	 $262,51 	 $207,38 
FUR-CH-10002940	SUB_CAT-20	Harbour Creations Chairmat, Black	 $69,57 	 $61,92 
FUR-CH-10001752	SUB_CAT-20	Harbour Creations Steel Folding Chair, Black	 $95,46 	 $75,42 
FUR-TA-10001237	SUB_CAT-50	Barricks Coffee Table, Fully Assembled	 $302,97 	 $278,76 
TEC-EPS-10001129	SUB_CAT-90	Epson Inkjet, White	 $305,37 	 $219,87 
OFF-PA-10002196	SUB_CAT-140	Green Bar Message Books, Recycled	 $23,70 	 $15,18 
FUR-BO-10000883	SUB_CAT-100	Dania Corner Shelving, Mobile	 $124,59 	 $123,36 
FUR-CH-10004082	SUB_CAT-20	Office Star Chairmat, Black	 $63,39 	 $40,59 
TEC-CO-10002788	SUB_CAT-40	Hewlett Personal Copier, Digital	 $143,91 	 $76,29 
TEC-SHA-10003039	SUB_CAT-40	Sharp Fax and Copier, Digital	 $168,24 	 $111,06 
OFF-ST-10000007	SUB_CAT-110	Fellowes File CArte, Single Width	 $137,34 	 $68,67 
OFF-CUI-10004536	SUB_CAT-80	CuisinArte Blender, Black	 $66,42 	 $65,76 
TEC-MA-10004423	SUB_CAT-90	StArteech Card Printer, White	 $161,91 	 $98,79 
TEC-MA-10001142	SUB_CAT-90	Epson Card Printer, Wireless	 $169,95 	 $146,16 
FUR-BO-10000175	SUB_CAT-100	Ikea Stackable Bookrack, Metal	 $122,04 	 $87,87 
FUR-TA-10001600	SUB_CAT-50	Lesro Coffee Table, Fully Assembled	 $168,98 	 $138,58 
OFF-SU-10003505	SUB_CAT-70	Premier Electric Letter Opener	 $115,86 	 $110,07 
TEC-AC-10003063	SUB_CAT-10	Memorex Memory Card, Programmable	 $100,42 	 $83,49 
FUR-BO-10003878	SUB_CAT-100	Safco Corner Shelving, Mobile	 $151,98 	 $85,11 
OFF-PA-10000373	SUB_CAT-140	Xerox Cards & Sobres, 8.5 x 11	 $49,11 	 $31,95 
OFF-AP-10001394	SUB_CAT-80	Harmony Air Purifier	 $189,00 	 $120,96 
OFF-ST-10001511	SUB_CAT-110	Space Solutions Commercial Steel Shelving	 $64,65 	 $61,42 
OFF-ST-10002371	SUB_CAT-110	Rogers File CArte, Industrial	 $94,40 	 $93,46 
TEC-PH-10001557	SUB_CAT-30	Apple Speaker Phone, VoIP	 $112,43 	 $72,45 
TEC-CO-10002768	SUB_CAT-40	Sharp Fax Machine, High-Speed	 $195,90 	 $139,10 
OFF-EN-10003431	SUB_CAT-150	Cameo Interoffice Envelope, Security-Tint	 $49,83 	 $44,85 
FUR-TA-10004054	SUB_CAT-50	Lesro Conference Table, with Bottom Almacenamiento	 $857,58 	 $668,94 
OFF-SU-10003252	SUB_CAT-70	Fiskars Trimmer, Steel	 $41,70 	 $36,72 
TEC-AC-10001660	SUB_CAT-10	Enermax Flash Drive, USB	 $41,73 	 $25,47 
TEC-HP -10004012	SUB_CAT-40	HP Personal Copier, Digital	 $123,93 	 $104,13 
TEC-MA-10002118	SUB_CAT-90	Konica Printer, Red	 $264,99 	 $145,77 
FUR-BO-10001835	SUB_CAT-100	Safco Library with Doors, Traditional	 $389,79 	 $288,45 
FUR-TA-10001228	SUB_CAT-50	Bevis Training Table, Rectangular	 $332,55 	 $302,64 
FUR-FU-10000668	SUB_CAT-120	Tenex Frame, Durable	 $107,01 	 $81,33 
TEC-PH-10002715	SUB_CAT-30	Cisco Audio Dock, VoIP	 $182,16 	 $111,12 
OFF-ST-10001010	SUB_CAT-110	Fellowes Lockers, Industrial	 $138,54 	 $135,78 
FUR-BO-10001641	SUB_CAT-100	Bush 3-Shelf Cabinet, Traditional	 $143,37 	 $93,21 
OFF-HOO-10000445	SUB_CAT-80	Hoover Refrigerator, Black	 $525,69 	 $362,73 
TEC-CIS-10000791	SUB_CAT-30	Cisco Audio Dock, Full Size	 $183,36 	 $155,88 
OFF-ST-10004646	SUB_CAT-110	Fellowes Lockers, Blue	 $138,22 	 $71,88 
FUR-SAU-10003933	SUB_CAT-100	Sauder Classic Bookcase, Mobile	 $438,51 	 $241,20 
TEC-HEW-10000839	SUB_CAT-40	Hewlett Wireless Fax, Color	 $381,63 	 $305,31 
OFF-TEN-10003148	SUB_CAT-110	Tenex Lockers, Single Width	 $204,18 	 $191,94 
OFF-ST-10002175	SUB_CAT-110	Fellowes Lockers, Single Width	 $207,36 	 $172,11 
TEC-PH-10001963	SUB_CAT-30	Nokia Speaker Phone, Full Size	 $124,44 	 $99,57 
TEC-PH-10004940	SUB_CAT-30	Nokia Signal Booster, with Caller ID	 $136,50 	 $121,50 
FUR-TA-10004607	SUB_CAT-50	Hon 2111 Invitation Series Straight Table	 $147,83 	 $119,74 
TEC-AC-10004070	SUB_CAT-10	Memorex Router, Programmable	 $247,71 	 $131,31 
OFF-AP-10001299	SUB_CAT-80	CuisinArte Microwave, Silver	 $279,21 	 $153,57 
TEC-CO-10003561	SUB_CAT-40	Sharp Copy Machine, Color	 $237,60 	 $194,85 
FUR-SAF-10001793	SUB_CAT-20	SAFCO Executive Leather Armchair, Black	 $459,00 	 $243,27 
TEC-CO-10004128	SUB_CAT-40	Brother Fax and Copier, Color	 $128,62 	 $111,90 
OFF-SU-10000157	SUB_CAT-70	Compact Automatic Electric Letter Opener	 $119,31 	 $116,92 
FUR-BO-10002889	SUB_CAT-100	Dania Stackable Bookrack, Pine	 $124,11 	 $67,02 
TEC-PH-10002428	SUB_CAT-30	Apple Headset, VoIP	 $73,35 	 $71,16 
TEC-PH-10002033	SUB_CAT-30	Konftel 250 Conference phone - Charcoal black	 $284,82 	 $210,77 
FUR-TA-10001740	SUB_CAT-50	Barricks Conference Table, Adjustable Height	 $606,18 	 $503,14 
TEC-CO-10001301	SUB_CAT-40	Sharp Copy Machine, Laser	 $239,04 	 $121,92 
TEC-CO-10000407	SUB_CAT-40	HP Copy Machine, Color	 $241,89 	 $193,53 
FUR-BO-10003543	SUB_CAT-100	Safco Floating Shelf Set, Mobile	 $132,84 	 $69,08 
TEC-PH-10004042	SUB_CAT-30	ClearOne Communications CHAT 70 OC Speaker Phone	 $158,99 	 $117,65 
FUR-BO-10001147	SUB_CAT-100	Bush Floating Shelf Set, Metal	 $170,73 	 $126,36 
OFF-ST-10000689	SUB_CAT-110	Fellowes Strictly Business Drawer File, Letter/Legal Size	 $140,85 	 $123,95 
FUR-FU-10000735	SUB_CAT-120	Tenex Frame, Erganomic	 $108,60 	 $92,31 
TEC-MA-10002471	SUB_CAT-90	Epson Phone, Durable	 $81,09 	 $40,56 
FUR-CH-10003419	SUB_CAT-20	Hon Steel Folding Chair, Black	 $78,99 	 $67,95 
FUR-CH-10001114	SUB_CAT-20	Hon Chairmat, Set of Two	 $38,52 	 $21,20 
FUR-SAU-10003928	SUB_CAT-100	Sauder Classic Bookcase, Metal	 $435,45 	 $370,14 
OFF-ST-10004576	SUB_CAT-110	Rogers File CArte, Single Width	 $141,63 	 $116,16 
FUR-CH-10003033	SUB_CAT-20	Novimex Rocking Chair, Adjustable	 $133,92 	 $81,72 
OFF-BIN-10000308	SUB_CAT-130	Binney & Smith Canvas, Water Color	 $54,54 	 $28,38 
OFF-ST-10004608	SUB_CAT-110	Smead Shelving, Industrial	 $49,41 	 $44,49 
TEC-PH-10002217	SUB_CAT-30	Cisco Audio Dock, Cordless	 $184,92 	 $184,92 
OFF-BI-10001718	SUB_CAT-60	GBC DocuBind P50 Personal Binding Machine	 $63,98 	 $33,91 
OFF-EN-10004206	SUB_CAT-150	Multimedia Mailers	 $162,93 	 $87,98 
OFF-AR-10004739	SUB_CAT-130	BIC Canvas, Easy-Erase	 $53,97 	 $35,64 
TEC-SHA-10004874	SUB_CAT-40	Sharp Fax Machine, High-Speed	 $293,85 	 $232,17 
FUR-DAN-10000597	SUB_CAT-100	Dania Floating Shelf Set, Traditional	 $169,35 	 $154,11 
FUR-CH-10004863	SUB_CAT-20	SAFCO Swivel Stool, Black	 $165,51 	 $86,07 
TEC-PH-10003572	SUB_CAT-30	Apple Office Telephone, VoIP	 $65,37 	 $38,58 
TEC-AC-10003367	SUB_CAT-10	Enermax Memory Card, Programmable	 $77,26 	 $43,28 
FUR-CH-10000333	SUB_CAT-20	SAFCO Swivel Stool, Black	 $165,51 	 $105,93 
TEC-PH-10002275	SUB_CAT-30	Mitel 5320 IP Phone VoIP phone	 $188,99 	 $136,07 
FUR-TA-10000147	SUB_CAT-50	Lesro Coffee Table, Rectangular	 $249,57 	 $222,12 
FUR-CH-10004455	SUB_CAT-20	Harbour Creations Swivel Stool, Red	 $180,12 	 $174,72 
TEC-LOG-10004405	SUB_CAT-10	Logitech Router, Bluetooth	 $247,32 	 $227,55 
OFF-PA-10004115	SUB_CAT-140	Green Bar Computer Printout Papel, 8.5 x 11	 $33,90 	 $25,11 
FUR-CH-10000229	SUB_CAT-20	Global Enterprise Series Seating High-Back Swivel/Tilt Sillas	 $270,98 	 $249,30 
OFF-AP-10002433	SUB_CAT-80	CuisinArte Microwave, Silver	 $186,14 	 $145,20 
FUR-TA-10001595	SUB_CAT-50	Chromcraft Coffee Table, Adjustable Height	 $179,52 	 $163,38 
FUR-NOV-10002333	SUB_CAT-20	Novimex Steel Folding Chair, Black	 $79,80 	 $66,24 
OFF-SU-10000105	SUB_CAT-70	Fiskars Shears, Easy Grip	 $49,26 	 $44,34 
TEC-PH-10004536	SUB_CAT-30	Avaya 5420 Digital phone	 $134,99 	 $101,24 
FUR-CH-10000966	SUB_CAT-20	Harbour Creations Chairmat, Set of Two	 $74,25 	 $64,62 
TEC-PH-10001362	SUB_CAT-30	Cisco Office Telephone, Cordless	 $83,31 	 $63,33 
OFF-ST-10002659	SUB_CAT-110	Smead Shelving, Wire Frame	 $48,00 	 $25,92 
FUR-FU-10000921	SUB_CAT-120	Advantus Door Stop, Erganomic	 $43,65 	 $39,75 
FUR-CH-10000608	SUB_CAT-20	Office Star Chairmat, Set of Two	 $68,07 	 $42,90 
TEC-CO-10003474	SUB_CAT-40	Brother Personal Copier, Digital	 $142,53 	 $139,68 
TEC-AC-10001830	SUB_CAT-10	Enermax Router, Erganomic	 $170,76 	 $163,94 
OFF-AP-10003625	SUB_CAT-80	Hoover Microwave, White	 $204,52 	 $202,48 
FUR-CH-10004795	SUB_CAT-20	SAFCO Swivel Stool, Red	 $111,96 	 $107,50 
FUR-BO-10003965	SUB_CAT-100	O'Sullivan Manor Hill 2-Door Library in Brianna Oak	 $180,98 	 $161,07 
FUR-DAN-10002167	SUB_CAT-100	Dania Library with Doors, Mobile	 $364,92 	 $281,01 
OFF-ST-10004577	SUB_CAT-110	Tenex Shelving, Wire Frame	 $92,25 	 $81,20 
TEC-AC-10002629	SUB_CAT-10	Belkin Memory Card, Programmable	 $77,54 	 $41,88 
FUR-CH-10002890	SUB_CAT-20	Office Star Chairmat, Adjustable	 $68,31 	 $62,19 
FUR-TA-10003008	SUB_CAT-50	Lesro Round Back Collection Coffee Table, End Table	 $182,55 	 $158,82 
TEC-HP -10002603	SUB_CAT-40	HP Copy Machine, High-Speed	 $243,69 	 $202,29 
TEC-MA-10004241	SUB_CAT-90	Star Micronics TSP800 TSP847IIU Receipt Printer	 $428,95 	 $231,63 
TEC-PH-10003487	SUB_CAT-30	Motorola Office Telephone, with Caller ID	 $71,76 	 $38,76 
OFF-CUI-10001670	SUB_CAT-80	CuisinArte Stove, White	 $536,43 	 $445,26 
OFF-HAM-10001621	SUB_CAT-80	Hamilton Beach Refrigerator, Black	 $499,56 	 $409,65 
TEC-MA-10001726	SUB_CAT-90	Epson Receipt Printer, White	 $115,44 	 $110,85 
TEC-KON-10004774	SUB_CAT-90	Konica Inkjet, Durable	 $311,85 	 $293,16 
FUR-BO-10002289	SUB_CAT-100	Ikea Corner Shelving, Pine	 $124,41 	 $94,56 
FUR-CH-10000857	SUB_CAT-20	Harbour Creations Rocking Chair, Black	 $144,66 	 $101,28 
FUR-TA-10001664	SUB_CAT-50	Chromcraft Conference Table, with Bottom Almacenamiento	 $872,67 	 $811,59 
FUR-CH-10004491	SUB_CAT-20	SAFCO Swivel Stool, Adjustable	 $170,43 	 $109,08 
FUR-BO-10002142	SUB_CAT-100	Ikea Classic Bookcase, Traditional	 $274,50 	 $230,58 
FUR-NOV-10002791	SUB_CAT-20	Novimex Swivel Stool, Set of Two	 $166,71 	 $103,38 
FUR-TA-10000750	SUB_CAT-50	Hon Round Table, Fully Assembled	 $344,92 	 $241,46 
FUR-TEN-10000986	SUB_CAT-120	Tenex Frame, Duo Pack	 $110,04 	 $101,25 
FUR-BO-10001295	SUB_CAT-100	Safco Floating Shelf Set, Traditional	 $131,16 	 $70,84 
OFF-AP-10003717	SUB_CAT-80	Breville Coffee Grinder, White	 $60,00 	 $58,20 
TEC-CO-10002998	SUB_CAT-40	Sharp Ink, Laser	 $82,94 	 $58,06 
OFF-AP-10002822	SUB_CAT-80	KitchenAid Toaster, Red	 $56,88 	 $32,44 
FUR-BO-10004585	SUB_CAT-100	Ikea 3-Shelf Cabinet, Traditional	 $142,44 	 $78,36 
FUR-TA-10004957	SUB_CAT-50	Bevis Wood Table, Fully Assembled	 $535,08 	 $288,96 
FUR-BO-10001287	SUB_CAT-100	Dania Floating Shelf Set, Metal	 $168,81 	 $104,67 
TEC-CO-10003982	SUB_CAT-40	HP Ink, High-Speed	 $126,90 	 $72,36 
TEC-CO-10003924	SUB_CAT-40	Hewlett Fax Machine, Digital	 $262,02 	 $154,94 
OFF-BI-10004318	SUB_CAT-60	Ibico EB-19 Dual Function Manual Binding System	 $172,99 	 $93,41 
FUR-FU-10003862	SUB_CAT-120	Advantus Photo Frame, Black	 $52,98 	 $52,47 
TEC-PH-10004447	SUB_CAT-30	Toshiba IPT2010-SD IP Telephone	 $138,99 	 $102,85 
FUR-FU-10002696	SUB_CAT-120	Eldon Frame, Durable	 $75,52 	 $54,38 
FUR-TA-10002235	SUB_CAT-50	Chromcraft Round Table, Adjustable Height	 $312,86 	 $234,66 
OFF-AP-10002568	SUB_CAT-80	Hamilton Beach Toaster, Black	 $56,94 	 $39,87 
TEC-MA-10002043	SUB_CAT-90	Epson Receipt Printer, White	 $115,44 	 $65,82 
TEC-MA-10003170	SUB_CAT-90	Konica Calculator, Wireless	 $51,63 	 $26,85 
FUR-BO-10001679	SUB_CAT-100	Ikea 3-Shelf Cabinet, Traditional	 $142,44 	 $82,62 
OFF-ST-10002822	SUB_CAT-110	Tenex File CArte, Blue	 $88,80 	 $65,72 
OFF-ST-10002930	SUB_CAT-110	Eldon Lockers, Industrial	 $132,26 	 $88,62 
TEC-BRO-10004184	SUB_CAT-40	Brother Wireless Fax, Color	 $380,25 	 $300,42 
OFF-EN-10003675	SUB_CAT-150	GlobeWeis Interoffice Envelope, Recycled	 $31,08 	 $16,18 
FUR-TA-10000637	SUB_CAT-50	Bevis Conference Table, Rectangular	 $614,22 	 $337,84 
TEC-MA-10003923	SUB_CAT-90	Okidata Receipt Printer, Durable	 $123,03 	 $118,11 
FUR-CH-10003514	SUB_CAT-20	Harbour Creations Rocking Chair, Set of Two	 $99,56 	 $77,66 
OFF-EN-10003550	SUB_CAT-150	Ames Mailers, Set of 50	 $35,85 	 $18,66 
TEC-AC-10000317	SUB_CAT-10	Logitech Memory Card, Programmable	 $104,88 	 $60,84 
TEC-EPS-10002523	SUB_CAT-90	Epson Card Printer, White	 $168,36 	 $122,91 
FUR-FU-10004780	SUB_CAT-120	Deflect-O Frame, Duo Pack	 $110,10 	 $109,02 
OFF-ST-10002706	SUB_CAT-110	Fellowes File CArte, Wire Frame	 $136,38 	 $107,76 
OFF-AP-10001266	SUB_CAT-80	Hoover Toaster, Black	 $83,07 	 $45,69 
FUR-CHR-10004803	SUB_CAT-50	Chromcraft Wood Table, Fully Assembled	 $483,99 	 $261,36 
FUR-CH-10000836	SUB_CAT-20	SAFCO Swivel Stool, Adjustable	 $113,62 	 $110,22 
TEC-AC-10000140	SUB_CAT-10	Enermax Numeric Keypad, Bluetooth	 $57,54 	 $44,31 
FUR-BO-10003546	SUB_CAT-100	Hon 4-Shelf Metal Estanterías	 $100,98 	 $75,74 
OFF-ELI-10001351	SUB_CAT-70	Elite Trimmer, Easy Grip	 $43,29 	 $22,95 
FUR-CH-10002589	SUB_CAT-20	SAFCO Steel Folding Chair, Red	 $85,71 	 $68,58 
OFF-AP-10002425	SUB_CAT-80	Hamilton Beach Refrigerator, Black	 $333,04 	 $273,10 
TEC-CO-10000011	SUB_CAT-40	HP Personal Copier, High-Speed	 $122,49 	 $90,66 
TEC-PH-10001937	SUB_CAT-30	Nokia Audio Dock, Full Size	 $168,03 	 $139,47 
TEC-MA-10002340	SUB_CAT-90	Konica Receipt Printer, White	 $120,66 	 $79,65 
TEC-MA-10000555	SUB_CAT-90	Panasonic Card Printer, Red	 $170,97 	 $170,97 
TEC-CO-10004981	SUB_CAT-40	Canon Copy Machine, High-Speed	 $170,17 	 $120,04 
TEC-AC-10002153	SUB_CAT-10	Logitech Memory Card, Bluetooth	 $68,92 	 $50,32 
TEC-PH-10001051	SUB_CAT-30	HTC One	 $99,99 	 $70,99 
TEC-AC-10002017	SUB_CAT-10	Belkin Memory Card, Erganomic	 $112,62 	 $56,31 
OFF-AP-10002134	SUB_CAT-80	KitchenAid Coffee Grinder, White	 $68,61 	 $65,88 
TEC-CAN-10004556	SUB_CAT-40	Canon Fax and Copier, Laser	 $191,34 	 $101,43 
OFF-SU-10003556	SUB_CAT-70	Fiskars Trimmer, Easy Grip	 $43,92 	 $27,69 
FUR-FU-10000277	SUB_CAT-120	Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting	 $105,34 	 $80,06 
FUR-ELD-10003131	SUB_CAT-120	Eldon Frame, Durable	 $113,28 	 $83,85 
FUR-BO-10003793	SUB_CAT-100	Bush 3-Shelf Cabinet, Metal	 $142,83 	 $80,01 
FUR-BO-10001874	SUB_CAT-100	Sauder Corner Shelving, Pine	 $148,65 	 $121,92 
OFF-HOO-10004243	SUB_CAT-80	Hoover Microwave, Black	 $308,07 	 $277,29 
TEC-PH-10001360	SUB_CAT-30	Apple SmArte Phone, Full Size	 $637,50 	 $567,39 
OFF-AR-10001192	SUB_CAT-130	Binney & Smith Canvas, Fluorescent	 $35,08 	 $22,46 
OFF-BI-10003616	SUB_CAT-60	Avery Binding Machine, Clear	 $48,30 	 $42,51 
TEC-AC-10000883	SUB_CAT-10	Belkin Mouse, Bluetooth	 $27,14 	 $16,56 
OFF-EN-10003939	SUB_CAT-150	Kraft Interoffice Envelope, Set of 50	 $31,28 	 $21,90 
TEC-AC-10003080	SUB_CAT-10	Logitech Memory Card, USB	 $103,59 	 $87,03 
TEC-AC-10000957	SUB_CAT-10	Logitech Memory Card, Bluetooth	 $68,92 	 $50,32 
TEC-PH-10002103	SUB_CAT-30	Jabra SPEAK 410	 $93,99 	 $67,67 
TEC-PH-10003361	SUB_CAT-30	Samsung Signal Booster, with Caller ID	 $91,06 	 $49,18 
